item_x,item_y,optimal_lag,max_ccf,abs_ccf,is_significant
PYZMVUWD,XIFHSOWQ,0,0.26755811090542975,0.26755811090542975,False
BEZYMBBT,FQCLOEXA,6,-0.26751455689881026,0.26751455689881026,False
AHMDUILJ,LRVGFDFM,0,0.2673544790328288,0.2673544790328288,False
RCBZUSIM,XIFHSOWQ,2,-0.2673476426559387,0.2673476426559387,False
DUCMGGNW,QRKRBYJL,6,0.2671867362494729,0.2671867362494729,False
NZKBIBNU,SUOYXCHP,5,-0.26716680061395864,0.26716680061395864,False
RAWUKQMJ,WQMVCOEM,4,0.2671605773353926,0.2671605773353926,False
AXULOHBQ,NZKBIBNU,4,0.267127630568991,0.267127630568991,False
LUENUFGA,ZCELVYQU,3,-0.26694581677162793,0.26694581677162793,False
DBWLZWNK,NAQIHUKZ,6,0.26690441525231956,0.26690441525231956,False
JERHKLYW,RCBZUSIM,0,-0.26681789107092313,0.26681789107092313,False
BTMOEMEP,WQMVCOEM,0,0.2667539068629525,0.2667539068629525,False
GIKPEWTY,LSOIUSXD,4,0.2667302491649809,0.2667302491649809,False
QJQJSWFU,RAWUKQMJ,1,0.26672494701244526,0.26672494701244526,False
BSRMSVTC,ZKENOUDA,0,-0.26662050318000136,0.26662050318000136,False
DBWLZWNK,ZGJXVMNI,3,-0.26653023286850197,0.26653023286850197,False
FWUCPMMW,WHPUAOID,4,-0.26645308956328806,0.26645308956328806,False
QJQJSWFU,WBLJNPZQ,4,0.2664066597757651,0.2664066597757651,False
LSOIUSXD,QSDCUCLB,1,0.2663838327915332,0.2663838327915332,False
UGEQLMXM,XIPPENFQ,1,-0.26623988471324544,0.26623988471324544,False
HCDTGMST,STZDBITS,4,-0.26621126779543236,0.26621126779543236,False
DDEXPPXU,TGOELCAG,0,0.26619057266187474,0.26619057266187474,False
VMAQSTJE,XIIEJNEE,2,0.2661303973982234,0.2661303973982234,False
DUCMGGNW,RJGPVEXX,4,0.2660912745875954,0.2660912745875954,False
AXULOHBQ,BEZYMBBT,5,0.2660292836956528,0.2660292836956528,False
MBSBZBXA,XUOIQPFL,2,-0.26601117470490665,0.26601117470490665,False
UQYUIVVR,ZXERAXWP,1,0.2659777370744502,0.2659777370744502,False
FTSVTTSR,STZDBITS,3,0.2659748115803632,0.2659748115803632,False
QKXNTIIB,SAHWCZNH,6,-0.2659593100730459,0.2659593100730459,False
BTMOEMEP,RAWUKQMJ,1,0.2659369308598403,0.2659369308598403,False
DEWLVASR,QSDCUCLB,0,-0.2658403497133269,0.2658403497133269,False
FRHNWLNI,QJQJSWFU,5,0.2657845726420754,0.2657845726420754,False
MBSBZBXA,OXKURKXR,1,-0.2657250338659788,0.2657250338659788,False
OGAFEHLU,UXSPKBJR,0,0.26571998633084065,0.26571998633084065,False
DDEXPPXU,UQYUIVVR,0,0.2656681857337666,0.2656681857337666,False
BJALXPFS,ZCELVYQU,5,0.2656502829115008,0.2656502829115008,False
BEZYMBBT,WPQXWHYO,3,-0.26561861468144404,0.26561861468144404,False
AHMDUILJ,BEZYMBBT,1,0.26560816428017814,0.26560816428017814,False
AHMDUILJ,CCLHWFWF,4,-0.26558744793589434,0.26558744793589434,False
FQCLOEXA,LRVGFDFM,2,0.26556387841414375,0.26556387841414375,False
ELQGMQWE,PYZMVUWD,4,-0.2654746454851327,0.2654746454851327,False
FCYBOAXC,UGEQLMXM,6,-0.26527908855032434,0.26527908855032434,False
SAHWCZNH,SUOYXCHP,3,0.2652394509860535,0.2652394509860535,False
BUZIIBYG,KEUWZRKO,4,-0.2652015977651514,0.2652015977651514,False
KJNSOAHR,ROACSLMG,3,-0.2651150337611913,0.2651150337611913,False
NZKBIBNU,ZCELVYQU,0,0.265068889206246,0.265068889206246,False
KEUWZRKO,ROACSLMG,4,-0.265036784267839,0.265036784267839,False
SDWAYPIK,VUAFAIYJ,0,-0.264981516329828,0.264981516329828,False
JERHKLYW,QVLMOEYE,2,-0.2648847499130049,0.2648847499130049,False
JSLXRQOK,XIIEJNEE,2,0.2648016570450042,0.2648016570450042,False
DDEXPPXU,SNHYOVBM,6,-0.2647357909895858,0.2647357909895858,False
LLHREMKS,RJGPVEXX,6,0.2646905907309297,0.2646905907309297,False
DDEXPPXU,YSYHGLQK,6,0.26466189395337736,0.26466189395337736,False
KJNSOAHR,WQMVCOEM,0,-0.26462756645849494,0.26462756645849494,False
JPBRUTWP,WPQXWHYO,1,-0.2645808652983151,0.2645808652983151,False
JBVHSUWY,STZDBITS,5,0.2644633511769183,0.2644633511769183,False
FITUEHWN,LUENUFGA,4,-0.2644366061968185,0.2644366061968185,False
FDXPMYGF,GKQIJYDH,6,0.26441987319999083,0.26441987319999083,False
MBSBZBXA,WQMVCOEM,1,-0.2643965108808642,0.2643965108808642,False
PLMZALFA,XIPPENFQ,4,0.2641588374816392,0.2641588374816392,False
TGOELCAG,WBLJNPZQ,6,-0.26413212067398906,0.26413212067398906,False
RJGPVEXX,ZXERAXWP,0,0.26403298767787975,0.26403298767787975,False
LPHPPJUG,QSDCUCLB,1,0.263998706281155,0.263998706281155,False
LRVGFDFM,ZKENOUDA,0,-0.2639692879256352,0.2639692879256352,False
BLANHGYY,OJIFIHMZ,0,-0.26395403444824916,0.26395403444824916,False
AXULOHBQ,PLMZALFA,4,0.263937710202842,0.263937710202842,False
KAGJCHMR,TGOELCAG,3,0.26389200473890545,0.26389200473890545,False
MBSBZBXA,UIFPPCLR,1,-0.26384689668811045,0.26384689668811045,False
NZKBIBNU,VBYCLTYZ,0,0.2638072542384215,0.2638072542384215,False
ATLDMDBO,WPQXWHYO,0,0.26369457652609046,0.26369457652609046,False
AXULOHBQ,SNHYOVBM,4,0.2636634512441968,0.2636634512441968,False
RJGPVEXX,ROACSLMG,5,0.2636097300633791,0.2636097300633791,False
KFQSHBNH,WHPUAOID,6,0.2636016340547545,0.2636016340547545,False
BJALXPFS,FITUEHWN,5,0.2635946066394734,0.2635946066394734,False
AHMDUILJ,QJQJSWFU,4,0.2635503308698685,0.2635503308698685,False
QSDCUCLB,TGOELCAG,3,0.26353451424935426,0.26353451424935426,False
BSRMSVTC,SAAYMURU,5,0.2633724097813677,0.2633724097813677,False
FWUCPMMW,OKMBFVKS,1,-0.2633663417973783,0.2633663417973783,False
KJNSOAHR,VBYCLTYZ,3,-0.26331542336317465,0.26331542336317465,False
OXKURKXR,RJGPVEXX,4,-0.26330031179381613,0.26330031179381613,False
AHMDUILJ,VBYCLTYZ,3,0.2631581276261609,0.2631581276261609,False
JSLXRQOK,OGAFEHLU,4,0.26311053597063655,0.26311053597063655,False
DNMPSKTB,SAHWCZNH,6,-0.2628384224320846,0.2628384224320846,False
QKXNTIIB,RCBZUSIM,5,0.2628242772794053,0.2628242772794053,False
FRHNWLNI,ZCELVYQU,0,0.2627836378591777,0.2627836378591777,False
CCLHWFWF,NZKBIBNU,1,-0.26272726241235506,0.26272726241235506,False
QSDCUCLB,RAWUKQMJ,0,-0.262720064714605,0.262720064714605,False
GYHKIVQT,TANNMIMB,2,0.2626568890878157,0.2626568890878157,False
HXYSSRXE,RJCAXSGH,0,-0.26260657416341926,0.26260657416341926,False
DUCMGGNW,MBSBZBXA,5,-0.26259990036835146,0.26259990036835146,False
AANGBULD,LRVGFDFM,0,-0.26251620893051075,0.26251620893051075,False
DJBLNPNC,VUAFAIYJ,0,0.2623814871413002,0.2623814871413002,False
KJNSOAHR,XIIEJNEE,0,0.26234345347585564,0.26234345347585564,False
GMBFCMIU,RJGPVEXX,3,-0.262272770855983,0.262272770855983,False
GKQIJYDH,PYZMVUWD,1,0.26225814908991585,0.26225814908991585,False
AHMDUILJ,DDEXPPXU,6,0.2622429485285928,0.2622429485285928,False
AHMDUILJ,DBWLZWNK,5,0.26223949955330045,0.26223949955330045,False
FTSVTTSR,ZCELVYQU,0,0.26218560992664114,0.26218560992664114,False
DJBLNPNC,UIFPPCLR,0,0.26212198967192224,0.26212198967192224,False
FITUEHWN,OKMBFVKS,1,-0.26212196848938896,0.26212196848938896,False
FITUEHWN,ZGJXVMNI,6,0.2619388737381941,0.2619388737381941,False
OJIFIHMZ,ZXERAXWP,1,-0.26186839560253,0.26186839560253,False
APQGTRMF,BLANHGYY,2,0.26183127746604024,0.26183127746604024,False
XIPPENFQ,ZGJXVMNI,6,-0.26181265858638,0.26181265858638,False
KJNSOAHR,QRKRBYJL,5,-0.26171825124728837,0.26171825124728837,False
FCYBOAXC,MBSBZBXA,0,-0.26163604142176605,0.26163604142176605,False
FCYBOAXC,TANNMIMB,4,-0.26148249459218187,0.26148249459218187,False
ANWUJOKX,WBLJNPZQ,0,0.26144032840031384,0.26144032840031384,False
BJALXPFS,UXSPKBJR,0,0.2614139656405124,0.2614139656405124,False
FCYBOAXC,FITUEHWN,0,0.26138799963208864,0.26138799963208864,False
FQCLOEXA,VMAQSTJE,0,-0.2613660862081124,0.2613660862081124,False
KEUWZRKO,VWMBASNE,3,0.2612182845601391,0.2612182845601391,False
LTOYKIML,OJIFIHMZ,4,0.2611857859179996,0.2611857859179996,False
BEZYMBBT,RUVXNNVA,2,-0.26110975013575405,0.26110975013575405,False
JERHKLYW,XIPPENFQ,5,0.2609073597904519,0.2609073597904519,False
LSOIUSXD,ZKENOUDA,4,-0.26079021393256374,0.26079021393256374,False
DUCMGGNW,VMAQSTJE,3,0.26078003493984486,0.26078003493984486,False
KJNSOAHR,SNHYOVBM,2,0.2607788159628217,0.2607788159628217,False
ANWUJOKX,MBSBZBXA,0,-0.2606767131774515,0.2606767131774515,False
KFQSHBNH,QJQJSWFU,1,-0.26065339314007935,0.26065339314007935,False
DBWLZWNK,SAAYMURU,3,0.26060037720233836,0.26060037720233836,False
QRKRBYJL,RJCAXSGH,0,-0.2605820355867769,0.2605820355867769,False
EVBVXETX,OJIFIHMZ,3,0.2605637764107619,0.2605637764107619,False
LUENUFGA,STZDBITS,2,0.26055029623488873,0.26055029623488873,False
FCYBOAXC,GMBFCMIU,6,-0.2605435433034219,0.2605435433034219,False
DUCMGGNW,FWUCPMMW,4,0.2605430176877199,0.2605430176877199,False
BUZIIBYG,JPBRUTWP,0,0.2604994243500811,0.2604994243500811,False
STZDBITS,WBLJNPZQ,1,0.2604934506315849,0.2604934506315849,False
KFQSHBNH,ZGJXVMNI,2,0.2604369253674751,0.2604369253674751,False
QKXNTIIB,SUOYXCHP,5,0.2603932615924871,0.2603932615924871,False
FWUCPMMW,VBYCLTYZ,3,0.2602348466682581,0.2602348466682581,False
XIFHSOWQ,ZKENOUDA,0,-0.26014488936167984,0.26014488936167984,False
MIRCVAMV,YSYHGLQK,5,0.26009012976055756,0.26009012976055756,False
GKQIJYDH,ZGJXVMNI,3,-0.2600592451062721,0.2600592451062721,False
DEWLVASR,HCDTGMST,5,0.25997167364704465,0.25997167364704465,False
VMAQSTJE,ZCELVYQU,3,-0.2599563033633138,0.2599563033633138,False
FCYBOAXC,JERHKLYW,1,0.25990627177763487,0.25990627177763487,False
BTMOEMEP,JERHKLYW,0,-0.2598952974469613,0.2598952974469613,False
GIKPEWTY,XMKRPGLB,1,-0.25986958975786933,0.25986958975786933,False
ANWUJOKX,TANNMIMB,6,0.2598254417583575,0.2598254417583575,False
OXKURKXR,SAHWCZNH,6,-0.2598211081219809,0.2598211081219809,False
HCDTGMST,XIPPENFQ,4,0.25964113863781557,0.25964113863781557,False
OKMBFVKS,TGOELCAG,6,-0.25958750448007917,0.25958750448007917,False
QSDCUCLB,VMAQSTJE,3,0.25951151094325076,0.25951151094325076,False
FWUCPMMW,OXKURKXR,1,0.2595013287894343,0.2595013287894343,False
VMAQSTJE,XIPPENFQ,5,-0.25944326469304907,0.25944326469304907,False
LLHREMKS,ZKENOUDA,4,0.2593689639440953,0.2593689639440953,False
AANGBULD,OGAFEHLU,6,-0.25922654638436654,0.25922654638436654,False
AXULOHBQ,FRHNWLNI,3,0.25921687400126786,0.25921687400126786,False
JERHKLYW,OXKURKXR,0,-0.2591609698216543,0.2591609698216543,False
AXULOHBQ,UIFPPCLR,2,0.25912090681708444,0.25912090681708444,False
DJBLNPNC,OJIFIHMZ,5,0.25909253406127775,0.25909253406127775,False
GIKPEWTY,HXYSSRXE,3,0.2590672658725388,0.2590672658725388,False
DEWLVASR,SAHWCZNH,0,-0.2590342457317021,0.2590342457317021,False
GYHKIVQT,LUENUFGA,6,-0.25900570996150957,0.25900570996150957,False
EVBVXETX,SDWAYPIK,6,-0.25900197708132555,0.25900197708132555,False
LUENUFGA,VUAFAIYJ,1,-0.2589959412353842,0.2589959412353842,False
BUZIIBYG,SUOYXCHP,0,-0.25896997764788543,0.25896997764788543,False
JBVHSUWY,YSYHGLQK,2,-0.2589681951877036,0.2589681951877036,False
WHPUAOID,WQMVCOEM,3,0.25891407910777925,0.25891407910777925,False
DEWLVASR,PLMZALFA,0,-0.2587762363160672,0.2587762363160672,False
HCDTGMST,NAQIHUKZ,1,0.2587520608747079,0.2587520608747079,False
DBWLZWNK,SAHWCZNH,1,-0.2587353060900043,0.2587353060900043,False
FITUEHWN,PYZMVUWD,6,-0.2587328642670325,0.2587328642670325,False
QSDCUCLB,WHPUAOID,0,-0.25866732858341507,0.25866732858341507,False
DDEXPPXU,FWUCPMMW,0,-0.2586058833901425,0.2586058833901425,False
DBWLZWNK,WBLJNPZQ,6,0.25855586087295035,0.25855586087295035,False
AHMDUILJ,FQCLOEXA,3,0.2585081007535714,0.2585081007535714,False
AHMDUILJ,YSYHGLQK,0,-0.2585048875688832,0.2585048875688832,False
DDEXPPXU,HXYSSRXE,5,-0.25847179555319977,0.25847179555319977,False
AHMDUILJ,SDWAYPIK,5,0.2584341802641511,0.2584341802641511,False
NZKBIBNU,WQMVCOEM,2,0.25838874757882246,0.25838874757882246,False
GMBFCMIU,JSLXRQOK,0,0.25825838722523825,0.25825838722523825,False
GIKPEWTY,QJQJSWFU,2,-0.2582288420528587,0.2582288420528587,False
DUCMGGNW,UQYUIVVR,5,-0.2581502919514973,0.2581502919514973,False
DDEXPPXU,NAQIHUKZ,0,0.25814109897932386,0.25814109897932386,False
BUZIIBYG,FTSVTTSR,3,-0.2580566820514572,0.2580566820514572,False
LTOYKIML,MBSBZBXA,1,0.2579068637733922,0.2579068637733922,False
OJIFIHMZ,XIPPENFQ,6,0.2577215593744468,0.2577215593744468,False
WPQXWHYO,XUOIQPFL,1,-0.2577185735456033,0.2577185735456033,False
UQYUIVVR,ZKENOUDA,3,0.25761904359306065,0.25761904359306065,False
AXULOHBQ,ELQGMQWE,1,-0.2575986541081522,0.2575986541081522,False
AHMDUILJ,APQGTRMF,2,0.2575805390704174,0.2575805390704174,False
AHMDUILJ,DEWLVASR,0,-0.25757729218134073,0.25757729218134073,False
KAGJCHMR,QKXNTIIB,4,-0.25756981737726303,0.25756981737726303,False
PYZMVUWD,WHPUAOID,0,-0.25756256606676464,0.25756256606676464,False
LPHPPJUG,SAAYMURU,2,-0.2574601811464581,0.2574601811464581,False
DBWLZWNK,ROACSLMG,0,0.257450242919759,0.257450242919759,False
DJBLNPNC,LSOIUSXD,0,0.2573390836146904,0.2573390836146904,False
OJIFIHMZ,QKXNTIIB,2,-0.2572381789760884,0.2572381789760884,False
AHMDUILJ,AXULOHBQ,0,-0.2572303882462364,0.2572303882462364,False
HCDTGMST,LTOYKIML,3,0.2571348087538982,0.2571348087538982,False
LTOYKIML,XIFHSOWQ,5,-0.257114821916537,0.257114821916537,False
AHMDUILJ,ATLDMDBO,0,0.257107332157824,0.257107332157824,False
FITUEHWN,YSYHGLQK,2,0.2570832294613707,0.2570832294613707,False
BUZIIBYG,SDWAYPIK,2,0.2570679668934868,0.2570679668934868,False
VUAFAIYJ,XIPPENFQ,6,-0.25702301233686126,0.25702301233686126,False
PLMZALFA,RJGPVEXX,0,-0.25699131913778334,0.25699131913778334,False
CCLHWFWF,NAQIHUKZ,1,-0.2569691065941979,0.2569691065941979,False
WBLJNPZQ,ZXERAXWP,2,-0.25696233063254315,0.25696233063254315,False
LUENUFGA,RJCAXSGH,1,-0.2569468165207126,0.2569468165207126,False
AANGBULD,UGEQLMXM,5,-0.25693680664202007,0.25693680664202007,False
DJBLNPNC,WPQXWHYO,1,0.25670397026255615,0.25670397026255615,False
KFQSHBNH,YSYHGLQK,0,0.25668366493202777,0.25668366493202777,False
LTOYKIML,ROACSLMG,0,0.25663402480057124,0.25663402480057124,False
DNMPSKTB,LSOIUSXD,5,0.25660036808763215,0.25660036808763215,False
DUCMGGNW,QVLMOEYE,2,0.25659869068734154,0.25659869068734154,False
ATLDMDBO,FCYBOAXC,5,0.2564355254505084,0.2564355254505084,False
KEUWZRKO,QJQJSWFU,1,0.25630929777664746,0.25630929777664746,False
KJNSOAHR,OXKURKXR,6,-0.25626468380312745,0.25626468380312745,False
GKQIJYDH,RAWUKQMJ,3,-0.2562323275521933,0.2562323275521933,False
KJNSOAHR,NAQIHUKZ,1,0.25621174664512436,0.25621174664512436,False
BSRMSVTC,UGEQLMXM,4,0.25615304284071094,0.25615304284071094,False
QJQJSWFU,UGEQLMXM,1,0.2561344275138567,0.2561344275138567,False
QJQJSWFU,XIPPENFQ,4,0.25613264069700903,0.25613264069700903,False
UXSPKBJR,WPQXWHYO,0,0.2560926486550331,0.2560926486550331,False
AANGBULD,KEUWZRKO,1,-0.25604313218323693,0.25604313218323693,False
JSLXRQOK,VUAFAIYJ,0,0.25596280492506285,0.25596280492506285,False
BJALXPFS,SUOYXCHP,6,-0.25593047146527864,0.25593047146527864,False
BLANHGYY,XIPPENFQ,5,-0.2558530627702102,0.2558530627702102,False
KEUWZRKO,MIRCVAMV,6,-0.25581741496648025,0.25581741496648025,False
GKQIJYDH,STZDBITS,5,-0.2557240044432651,0.2557240044432651,False
FRHNWLNI,XIPPENFQ,0,-0.25571265553563916,0.25571265553563916,False
BLANHGYY,BSRMSVTC,4,0.2556945974556191,0.2556945974556191,False
QJQJSWFU,TGOELCAG,0,0.25569004138446483,0.25569004138446483,False
QKXNTIIB,UIFPPCLR,4,-0.2555852174432874,0.2555852174432874,False
MBSBZBXA,SNHYOVBM,6,0.2555308624203436,0.2555308624203436,False
AXULOHBQ,JBVHSUWY,0,0.25543885452600296,0.25543885452600296,False
BEZYMBBT,MIRCVAMV,0,0.2554110836722145,0.2554110836722145,False
EVBVXETX,ZCELVYQU,1,0.2552765061963647,0.2552765061963647,False
DBWLZWNK,MBSBZBXA,0,-0.25507920495075037,0.25507920495075037,False
AANGBULD,DUCMGGNW,4,-0.2550718511996953,0.2550718511996953,False
BUZIIBYG,KAGJCHMR,1,0.25494286077697714,0.25494286077697714,False
BUZIIBYG,NAQIHUKZ,6,0.2549243449774523,0.2549243449774523,False
BLANHGYY,ZGJXVMNI,6,-0.25490469545124556,0.25490469545124556,False
AHMDUILJ,UGEQLMXM,4,0.2548972185448657,0.2548972185448657,False
FRHNWLNI,WPQXWHYO,1,0.25479752703503855,0.25479752703503855,False
BUZIIBYG,UGEQLMXM,2,0.2547408026196049,0.2547408026196049,False
RJCAXSGH,SAHWCZNH,6,-0.2546886311797504,0.2546886311797504,False
BLANHGYY,KJNSOAHR,0,0.2544773746702844,0.2544773746702844,False
MBSBZBXA,RCBZUSIM,2,-0.2544048186927758,0.2544048186927758,False
MIRCVAMV,QKXNTIIB,2,-0.25439203121319964,0.25439203121319964,False
BJALXPFS,FCYBOAXC,5,0.2543288733121048,0.2543288733121048,False
SAHWCZNH,XMKRPGLB,1,0.2543248229084065,0.2543248229084065,False
BSRMSVTC,OKMBFVKS,5,0.2542118179697444,0.2542118179697444,False
BUZIIBYG,DNMPSKTB,4,0.2541989742999482,0.2541989742999482,False
LRVGFDFM,WHPUAOID,4,0.253977575241054,0.253977575241054,False
MBSBZBXA,TGOELCAG,6,0.25393514275937784,0.25393514275937784,False
KJNSOAHR,VUAFAIYJ,5,0.2537458158801177,0.2537458158801177,False
GYHKIVQT,NZKBIBNU,3,-0.25373886860555206,0.25373886860555206,False
KFQSHBNH,LUENUFGA,0,-0.25372967700481064,0.25372967700481064,False
BLANHGYY,NZKBIBNU,4,0.25360537275283634,0.25360537275283634,False
IGDVVKUD,RAWUKQMJ,2,0.253562596702842,0.253562596702842,False
ATLDMDBO,DUCMGGNW,0,0.25349367265471046,0.25349367265471046,False
AANGBULD,GKQIJYDH,1,-0.2534829156092913,0.2534829156092913,False
ELQGMQWE,MBSBZBXA,0,0.2534299207522565,0.2534299207522565,False
JERHKLYW,OGAFEHLU,3,-0.2534217908071923,0.2534217908071923,False
HXYSSRXE,MBSBZBXA,6,-0.25326114039049796,0.25326114039049796,False
ROACSLMG,XUOIQPFL,3,0.25322698913473785,0.25322698913473785,False
AXULOHBQ,SUOYXCHP,1,0.25321323276193247,0.25321323276193247,False
APQGTRMF,FITUEHWN,3,-0.25302759496111293,0.25302759496111293,False
GKQIJYDH,MBSBZBXA,3,-0.25302049340817623,0.25302049340817623,False
PLMZALFA,UXSPKBJR,6,0.25291930852420136,0.25291930852420136,False
DUCMGGNW,LPHPPJUG,2,-0.25291422170137867,0.25291422170137867,False
BJALXPFS,UGEQLMXM,0,0.2529033973720811,0.2529033973720811,False
JERHKLYW,VWMBASNE,5,-0.25285421864756247,0.25285421864756247,False
FRHNWLNI,ZXERAXWP,0,-0.25283303250317946,0.25283303250317946,False
QSDCUCLB,WQMVCOEM,6,0.25279253928528617,0.25279253928528617,False
EVBVXETX,TGOELCAG,4,-0.25279101943625615,0.25279101943625615,False
MIRCVAMV,OGAFEHLU,6,0.2527445363137494,0.2527445363137494,False
LRVGFDFM,OXKURKXR,0,0.25273802981293175,0.25273802981293175,False
KJNSOAHR,QVLMOEYE,0,-0.2526852944435447,0.2526852944435447,False
CCLHWFWF,WHPUAOID,6,0.252681596398585,0.252681596398585,False
DDEXPPXU,UGEQLMXM,4,-0.2525190431987581,0.2525190431987581,False
DBWLZWNK,VWMBASNE,1,-0.25250436194175163,0.25250436194175163,False
BLANHGYY,LPHPPJUG,4,-0.25242749423943556,0.25242749423943556,False
DNMPSKTB,KFQSHBNH,0,-0.2524179275557398,0.2524179275557398,False
BEZYMBBT,YSYHGLQK,5,-0.25241101920380954,0.25241101920380954,False
FQCLOEXA,ROACSLMG,0,0.2522578841190868,0.2522578841190868,False
GKQIJYDH,RJGPVEXX,5,0.2522450122552941,0.2522450122552941,False
DBWLZWNK,KFQSHBNH,1,-0.2522186203658209,0.2522186203658209,False
GIKPEWTY,WBLJNPZQ,0,0.25218071225883015,0.25218071225883015,False
JBVHSUWY,VWMBASNE,0,0.2521306305997806,0.2521306305997806,False
AHMDUILJ,WHPUAOID,4,-0.25182370242844854,0.25182370242844854,False
DEWLVASR,SNHYOVBM,0,0.2517156733085695,0.2517156733085695,False
AXULOHBQ,DEWLVASR,0,-0.2516688495363588,0.2516688495363588,False
DNMPSKTB,GMBFCMIU,6,0.2515980671858132,0.2515980671858132,False
QJQJSWFU,SAHWCZNH,1,0.2515547171712698,0.2515547171712698,False
JBVHSUWY,XIPPENFQ,6,-0.25122370442215924,0.25122370442215924,False
DNMPSKTB,HCDTGMST,1,-0.2511770494582874,0.2511770494582874,False
AXULOHBQ,CCLHWFWF,0,-0.2511543781365013,0.2511543781365013,False
QSDCUCLB,SNHYOVBM,0,-0.25108914833093904,0.25108914833093904,False
OJIFIHMZ,SAAYMURU,1,-0.2510362826473799,0.2510362826473799,False
BEZYMBBT,BUZIIBYG,0,0.25098139294284444,0.25098139294284444,False
FCYBOAXC,GIKPEWTY,5,0.25095762443817704,0.25095762443817704,False
BJALXPFS,SDWAYPIK,6,0.2508785602352362,0.2508785602352362,False
DUCMGGNW,SUOYXCHP,2,0.2507830281424801,0.2507830281424801,False
BJALXPFS,DUCMGGNW,3,0.2507716265089788,0.2507716265089788,False
NZKBIBNU,SNHYOVBM,4,0.25068197487547683,0.25068197487547683,False
KJNSOAHR,XMKRPGLB,6,-0.2506428023635538,0.2506428023635538,False
QJQJSWFU,ROACSLMG,1,0.2506288567102118,0.2506288567102118,False
WPQXWHYO,XMKRPGLB,0,-0.2506079750922642,0.2506079750922642,False
CCLHWFWF,XIFHSOWQ,0,-0.25033602606358313,0.25033602606358313,False
JSLXRQOK,QJQJSWFU,0,-0.2503187986563445,0.2503187986563445,False
FCYBOAXC,LPHPPJUG,6,0.25026149912203727,0.25026149912203727,False
ANWUJOKX,JBVHSUWY,0,0.25025315539339094,0.25025315539339094,False
BEZYMBBT,PYZMVUWD,4,0.2502166331976406,0.2502166331976406,False
LTOYKIML,VUAFAIYJ,3,-0.25020766454727417,0.25020766454727417,False
LRVGFDFM,LSOIUSXD,3,-0.25017025909648144,0.25017025909648144,False
MBSBZBXA,STZDBITS,3,0.25013161052441824,0.25013161052441824,False
KAGJCHMR,ZXERAXWP,5,-0.24997043428282756,0.24997043428282756,False
LSOIUSXD,ROACSLMG,2,0.24980801043173123,0.24980801043173123,False
RJGPVEXX,TGOELCAG,2,-0.2498076682843101,0.2498076682843101,False
JSLXRQOK,QSDCUCLB,4,0.24980455092731474,0.24980455092731474,False
HXYSSRXE,LSOIUSXD,4,0.24966723112434486,0.24966723112434486,False
RJCAXSGH,SAAYMURU,6,0.2496573458468914,0.2496573458468914,False
GYHKIVQT,XIPPENFQ,6,-0.24965607976462206,0.24965607976462206,False
IGDVVKUD,RCBZUSIM,1,0.24963427213891293,0.24963427213891293,False
ELQGMQWE,QJQJSWFU,0,-0.2495886475196118,0.2495886475196118,False
GKQIJYDH,VUAFAIYJ,6,0.24952067989929,0.24952067989929,False
HCDTGMST,RCBZUSIM,4,0.24941624472213333,0.24941624472213333,False
CCLHWFWF,FTSVTTSR,3,0.24940268718591513,0.24940268718591513,False
SUOYXCHP,ZXERAXWP,2,0.24936468023736394,0.24936468023736394,False
LPHPPJUG,UIFPPCLR,2,-0.24930464181339876,0.24930464181339876,False
APQGTRMF,TGOELCAG,3,-0.24929143874805448,0.24929143874805448,False
FCYBOAXC,LUENUFGA,6,-0.24928769996635333,0.24928769996635333,False
AXULOHBQ,LTOYKIML,2,0.2491753224838574,0.2491753224838574,False
BJALXPFS,PYZMVUWD,5,0.2491268974677778,0.2491268974677778,False
LUENUFGA,RCBZUSIM,0,-0.24912449619507673,0.24912449619507673,False
DJBLNPNC,KJNSOAHR,6,0.24911823530460184,0.24911823530460184,False
BJALXPFS,FWUCPMMW,3,0.24910870455808412,0.24910870455808412,False
FWUCPMMW,QKXNTIIB,1,0.24903526178187646,0.24903526178187646,False
KAGJCHMR,SNHYOVBM,4,-0.24900752000408924,0.24900752000408924,False
BJALXPFS,SNHYOVBM,4,0.24899601443538222,0.24899601443538222,False
DNMPSKTB,KAGJCHMR,0,-0.2489371605922675,0.2489371605922675,False
NZKBIBNU,ZXERAXWP,0,0.2489270698229024,0.2489270698229024,False
BEZYMBBT,LTOYKIML,4,-0.24882861242684295,0.24882861242684295,False
AXULOHBQ,VMAQSTJE,5,0.24873966846287826,0.24873966846287826,False
FRHNWLNI,LPHPPJUG,6,0.24872243455953816,0.24872243455953816,False
LRVGFDFM,XIPPENFQ,0,-0.24868575876853743,0.24868575876853743,False
RJGPVEXX,STZDBITS,1,-0.24865163668466983,0.24865163668466983,False
OGAFEHLU,TGOELCAG,0,-0.2486357219721842,0.2486357219721842,False
FWUCPMMW,XMKRPGLB,2,0.24858759294191946,0.24858759294191946,False
BLANHGYY,UQYUIVVR,0,0.24858539832022583,0.24858539832022583,False
HXYSSRXE,KAGJCHMR,4,-0.24855654773845415,0.24855654773845415,False
KAGJCHMR,QRKRBYJL,6,-0.24851275222649022,0.24851275222649022,False
SDWAYPIK,YSYHGLQK,1,-0.24841222276490071,0.24841222276490071,False
UIFPPCLR,WHPUAOID,5,-0.24837644708242054,0.24837644708242054,False
